source,target,partition_col
8-3759,8-3827,8
8-4624,8-2956,8
8-4107,8-1716,8
8-4460,8-4603,8
8-1098,8-2193,8
8-2530,8-4605,8
8-2339,8-2776,8
8-2718,8-4844,8
8-3592,8-3862,8
8-1685,8-1836,8
8-4670,8-2878,8
8-1294,8-3836,8
8-3035,8-2155,8
8-3752,8-4414,8
8-3857,8-3885,8
8-2555,8-1416,8
8-2032,8-1183,8
8-4104,8-2514,8
8-3960,8-3536,8
8-1544,8-2789,8
8-3152,8-1904,8
8-3530,8-4471,8
8-4208,8-1604,8
8-4251,8-4776,8
8-2222,8-2895,8
8-2943,8-2505,8
8-3713,8-4481,8
8-3866,8-3612,8
8-1853,8-4528,8
8-2992,8-3112,8
8-4070,8-4218,8
8-936,8-4370,8
8-4027,8-4611,8
8-3692,8-3819,8
8-3698,8-3896,8
8-4332,8-2157,8
8-4394,8-4471,8
8-4010,8-2170,8
8-1498,8-4672,8
8-829,8-2663,8
8-1436,8-2723,8
8-3850,8-3884,8
8-3081,8-2210,8
8-4022,8-3774,8
8-4087,8-3895,8
8-4360,8-2872,8
8-3626,8-132,8
8-1926,8-4064,8
8-4099,8-4810,8
8-2303,8-2992,8
8-3685,8-4544,8
8-4784,8-2892,8
8-4837,8-3453,8
8-3389,8-3942,8
8-398,8-3029,8
8-4109,8-3406,8
8-4342,8-4650,8
8-2962,8-3866,8
8-4613,8-3196,8
8-4035,8-4627,8
8-1933,8-4272,8
8-4525,8-3628,8
8-2015,8-3119,8
8-4209,8-4807,8
8-4510,8-2511,8
8-638,8-3646,8
8-3600,8-4048,8
8-4730,8-2744,8
8-2806,8-2417,8
8-3396,8-4512,8
8-1432,8-3549,8
8-3906,8-4366,8
8-4265,8-2715,8
8-4682,8-4269,8
8-2658,8-3672,8
8-2998,8-2505,8
8-4711,8-4553,8
8-4456,8-4650,8
8-3149,8-1946,8
8-3783,8-3959,8
8-4207,8-2931,8
8-3378,8-2749,8
8-3488,8-2726,8
8-1205,8-4789,8
8-4592,8-3411,8
8-4366,8-3787,8
8-3518,8-4417,8
8-2598,8-4066,8
8-4339,8-2932,8
8-2895,8-4166,8
8-1202,8-2995,8
8-2105,8-4660,8
8-4808,8-3240,8
8-3588,8-3137,8
8-4225,8-2121,8
8-3272,8-2191,8
8-4836,8-3702,8
8-4426,8-3196,8
8-1855,8-4496,8
8-3301,8-4640,8
8-3093,8-3497,8
8-1667,8-2315,8
8-2867,8-1527,8
8-3998,8-3368,8
8-3893,8-2272,8
8-2060,8-3415,8
8-2431,8-2208,8
8-1575,8-4076,8
8-3800,8-1233,8
8-4596,8-4563,8
8-4480,8-2890,8
8-4628,8-3657,8
8-4518,8-4684,8
8-4753,8-3989,8
8-3195,8-4498,8
8-4291,8-3330,8
8-3084,8-1983,8
8-1601,8-3914,8
8-3247,8-1208,8
8-4781,8-2780,8
8-3220,8-3197,8
8-3421,8-3590,8
8-3282,8-3202,8
8-1125,8-4355,8
8-3365,8-3782,8
8-1447,8-3954,8
8-3751,8-3679,8
8-4072,8-2866,8
8-3904,8-3648,8
8-1063,8-3309,8
8-4340,8-3427,8
8-4806,8-1946,8
8-4741,8-1995,8
8-3209,8-2413,8
8-3901,8-4393,8
8-2610,8-4345,8
8-3191,8-2870,8
8-2577,8-3921,8
8-3393,8-3356,8
8-4618,8-4057,8
8-2337,8-4801,8
8-4730,8-4505,8
8-3286,8-3305,8
8-3995,8-4267,8
8-1919,8-4011,8
8-2992,8-2485,8
8-2204,8-4304,8
8-3016,8-3504,8
8-1674,8-3849,8
8-3591,8-3551,8
8-4138,8-2397,8
8-4782,8-4373,8
8-1957,8-3603,8
8-3165,8-3400,8
8-4496,8-4170,8
8-2722,8-4232,8
8-4799,8-1157,8
8-3344,8-2868,8
8-4218,8-917,8
8-2229,8-3290,8
8-1239,8-2367,8
8-3163,8-1895,8
8-2077,8-1710,8
8-2989,8-2095,8
8-3563,8-4237,8
8-2081,8-4289,8
8-4519,8-2620,8
8-4705,8-2963,8
8-1673,8-378,8
8-3095,8-2317,8
8-4484,8-2803,8
8-2553,8-2011,8
8-2272,8-3596,8
8-2610,8-3724,8
8-4812,8-2699,8
8-2607,8-2737,8
8-3914,8-906,8
8-4792,8-2314,8
8-2280,8-2450,8
8-3198,8-3139,8
8-2565,8-2948,8
8-3907,8-689,8
8-2272,8-3797,8
8-4701,8-1419,8
8-2262,8-4393,8
8-4065,8-2234,8
8-2384,8-4563,8
8-3649,8-2550,8
8-4121,8-1485,8
8-2009,8-3926,8
8-2885,8-3114,8
8-2005,8-1608,8
8-2094,8-4479,8
8-4579,8-3097,8
8-2097,8-4644,8
8-4167,8-2097,8
8-4459,8-4349,8
8-2201,8-615,8
8-4858,8-3700,8
8-4301,8-2440,8
8-270,8-1315,8
8-3664,8-878,8
8-1488,8-4400,8
8-4142,8-1433,8
8-4066,8-3915,8
8-3148,8-4124,8
8-4633,8-2935,8
8-2423,8-3061,8
8-2227,8-3382,8
8-2876,8-1462,8
8-2035,8-1217,8
8-1269,8-3885,8
8-4110,8-4317,8
8-1368,8-3925,8
8-4231,8-2316,8
8-4514,8-3914,8
8-2011,8-4736,8
8-3601,8-1873,8
8-3493,8-2619,8
8-4742,8-2491,8
8-2428,8-3166,8
8-3162,8-3830,8
8-3565,8-2731,8
8-4258,8-752,8
8-2546,8-2184,8
8-2833,8-2533,8
8-1416,8-1366,8
8-1879,8-561,8
8-4622,8-2386,8
8-1454,8-363,8
8-3779,8-1622,8
8-1931,8-3714,8
8-4075,8-3994,8
8-2597,8-3585,8
8-2094,8-4120,8
8-3747,8-2009,8
8-4775,8-2612,8
8-855,8-4642,8
8-3130,8-4346,8
8-4412,8-3984,8
8-4330,8-2192,8
8-3947,8-1992,8
8-4051,8-4610,8
8-3671,8-4009,8
8-3315,8-4654,8
8-2053,8-1438,8
8-2806,8-3097,8
8-3525,8-2874,8
8-2603,8-3175,8
8-1170,8-4700,8
8-3778,8-1754,8
8-4802,8-1674,8
8-2918,8-3042,8
8-1377,8-2092,8
8-3986,8-1441,8
8-3574,8-4298,8
8-3312,8-4825,8
8-2479,8-1863,8
8-4764,8-4741,8
8-3649,8-4210,8
8-4242,8-3739,8
8-2326,8-4614,8
8-3759,8-3500,8
8-3650,8-4209,8
8-4632,8-3132,8
8-2493,8-4324,8
8-2070,8-4817,8
8-2844,8-2117,8
8-4591,8-3068,8
8-2506,8-4372,8
8-2062,8-1419,8
8-2854,8-1057,8
8-1777,8-1715,8
8-373,8-892,8
8-4751,8-1622,8
8-3041,8-4319,8
8-2341,8-4146,8
8-3745,8-3585,8
8-4685,8-2880,8
8-1199,8-4552,8
8-4443,8-3300,8
8-2661,8-4691,8
8-4618,8-3124,8
8-3131,8-2285,8
8-3731,8-2369,8
8-4806,8-4067,8
8-3091,8-3054,8
8-3571,8-3402,8
8-4587,8-2924,8
8-4828,8-2076,8
8-4628,8-4393,8
8-1035,8-1500,8
8-3703,8-4707,8
8-3332,8-2240,8
8-4280,8-3010,8
8-3840,8-1228,8
8-1008,8-3775,8
8-3523,8-4294,8
8-4218,8-1693,8
8-4325,8-2436,8
8-4172,8-1647,8
8-3598,8-3293,8
8-3255,8-3405,8
8-4050,8-3896,8
8-2916,8-2622,8
8-4253,8-4462,8
8-3427,8-4532,8
8-770,8-2370,8
8-3057,8-2684,8
8-1013,8-3843,8
8-1767,8-1104,8
8-4141,8-4556,8
8-4127,8-3970,8
8-3095,8-3982,8
8-3617,8-4646,8
8-1825,8-3649,8
8-4849,8-778,8
8-4686,8-3812,8
8-4051,8-3807,8
8-4667,8-1010,8
8-1286,8-4421,8
8-4506,8-2150,8
8-4240,8-935,8
8-4126,8-2719,8
8-2488,8-3362,8
8-2602,8-2130,8
8-897,8-1193,8
8-4576,8-3988,8
8-3841,8-2123,8
8-363,8-3600,8
8-4282,8-1059,8
8-2036,8-2124,8
8-4669,8-2378,8
8-261,8-1664,8
8-3575,8-2970,8
8-2162,8-2639,8
8-4167,8-3064,8
8-4503,8-3725,8
8-4126,8-3875,8
8-4718,8-3514,8
8-1480,8-3719,8
8-2436,8-525,8
8-3893,8-1193,8
8-4235,8-3105,8
8-2344,8-3281,8
8-4780,8-1765,8
8-4376,8-4721,8
8-4616,8-1315,8
8-1446,8-2530,8
8-1755,8-3776,8
8-3478,8-4473,8
8-1714,8-3043,8
8-3061,8-4687,8
8-4807,8-3276,8
8-2840,8-4207,8
8-3815,8-3821,8
8-4245,8-3289,8
8-3406,8-1306,8
8-3916,8-2380,8
8-4661,8-2143,8
8-3540,8-4611,8
8-2642,8-3259,8
8-3850,8-3321,8
8-457,8-2259,8
8-4677,8-3740,8
8-3131,8-4619,8
8-3023,8-3710,8
8-1169,8-3557,8
8-3515,8-3786,8
8-4049,8-2134,8
8-4021,8-4368,8
8-1978,8-4633,8
8-3248,8-1293,8
8-3336,8-2322,8
8-3267,8-2641,8
8-4152,8-4708,8
8-3174,8-3852,8
8-3500,8-1903,8
8-3695,8-2142,8
8-3155,8-2965,8
8-3449,8-1572,8
8-2149,8-4329,8
8-1270,8-2364,8
8-2933,8-3166,8
8-1912,8-4771,8
8-1676,8-4097,8
8-3989,8-4312,8
8-2426,8-1295,8
8-1968,8-2156,8
8-2483,8-4050,8
8-2958,8-3595,8
8-4102,8-4654,8
8-3347,8-2104,8
8-4231,8-3506,8
8-3191,8-4691,8
8-2823,8-4054,8
8-4583,8-4307,8
8-3055,8-4695,8
8-3813,8-2655,8
8-3893,8-1847,8
8-2303,8-2737,8
8-3734,8-3919,8
8-4554,8-2003,8
8-2541,8-4782,8
8-3373,8-2559,8
8-1783,8-4250,8
8-2532,8-3771,8
8-4074,8-3602,8
8-2036,8-2254,8
8-3136,8-2975,8
8-4712,8-4709,8
8-3279,8-3865,8
8-3774,8-2106,8
8-1721,8-4766,8
8-2974,8-3702,8
8-1333,8-1663,8
8-4828,8-2550,8
8-2062,8-560,8
8-3209,8-2873,8
8-3411,8-2998,8
8-4789,8-3139,8
8-708,8-4793,8
8-4276,8-4728,8
8-4124,8-1699,8
8-2920,8-3252,8
8-2139,8-1295,8
8-2500,8-2782,8
8-4127,8-3253,8
8-4772,8-3843,8
8-3726,8-2376,8
8-1423,8-4749,8
8-4839,8-3407,8
8-3944,8-976,8
8-4357,8-4853,8
8-2341,8-1671,8
8-3098,8-3915,8
8-2345,8-1137,8
8-4109,8-4026,8
8-3775,8-2808,8
8-4267,8-2781,8
8-4809,8-3173,8
8-3943,8-4448,8
8-2152,8-3752,8
8-2244,8-2853,8
8-2624,8-1478,8
8-2816,8-4764,8
8-4652,8-1634,8
8-1413,8-2876,8
8-4110,8-1578,8
8-1928,8-3882,8
8-3234,8-4332,8
8-4153,8-4042,8
8-3112,8-4312,8
8-3762,8-3987,8
8-4338,8-3834,8
8-2932,8-4695,8
8-4158,8-3471,8
8-1707,8-3344,8
8-1464,8-4700,8
8-3742,8-3459,8
8-4140,8-1545,8
8-4363,8-4510,8
8-3067,8-4719,8
8-3569,8-4213,8
8-1157,8-3502,8
8-2437,8-4211,8
8-4808,8-4161,8
8-4132,8-2376,8
8-2684,8-4170,8
8-3834,8-2895,8
8-4037,8-4577,8
8-4475,8-2883,8
8-1606,8-3486,8
8-4726,8-3315,8
8-4221,8-3923,8
8-3501,8-4666,8
8-4388,8-1253,8
8-3834,8-4469,8
8-3557,8-4514,8
8-2580,8-2287,8
8-4080,8-2918,8
8-4168,8-2966,8
8-3264,8-638,8
8-4326,8-1432,8
8-3050,8-1916,8
8-1839,8-4256,8
8-4382,8-2485,8
8-3814,8-1245,8
8-2350,8-3578,8
8-4698,8-3606,8
8-1202,8-3163,8
8-4623,8-1668,8
8-4190,8-3231,8
8-3975,8-3437,8
8-3142,8-3511,8
8-3565,8-4309,8
8-4396,8-4364,8
8-2283,8-1264,8
8-3561,8-1316,8
8-4095,8-3135,8
8-1902,8-3912,8
8-3509,8-4393,8
8-4715,8-1644,8
8-2829,8-3255,8
8-2966,8-4706,8
8-2952,8-3868,8
8-3774,8-3861,8
8-2844,8-2055,8
8-2947,8-4067,8
8-4706,8-1851,8
8-3661,8-4086,8
8-4690,8-1347,8
8-4467,8-4061,8
8-2793,8-3743,8
8-4853,8-4691,8
8-3667,8-4151,8
8-2788,8-3265,8
8-796,8-4189,8
8-2307,8-2201,8
8-4454,8-2163,8
8-3123,8-2937,8
8-4426,8-4496,8
8-3230,8-4180,8
8-1822,8-1294,8
8-4805,8-3147,8
8-2817,8-2839,8
8-3379,8-3983,8
8-4065,8-2581,8
8-3495,8-4035,8
8-3217,8-3240,8
8-1927,8-3241,8
8-885,8-1831,8
8-2170,8-4197,8
8-2861,8-1150,8
8-4543,8-1638,8
8-3995,8-3896,8
8-3803,8-4656,8
8-2785,8-3191,8
8-3890,8-2290,8
8-4845,8-4670,8
8-3796,8-932,8
8-4391,8-4495,8
8-3177,8-1309,8
8-2767,8-2221,8
8-3183,8-4094,8
8-4053,8-3922,8
8-2973,8-2225,8
8-3444,8-4220,8
8-3261,8-4196,8
8-2769,8-3959,8
8-2245,8-2125,8
8-1924,8-3699,8
8-3353,8-4632,8
8-3933,8-1270,8
8-2768,8-4617,8
8-1618,8-4739,8
8-1847,8-3334,8
8-4040,8-3958,8
8-4407,8-1316,8
8-3811,8-3097,8
8-1241,8-4100,8
8-3907,8-2054,8
8-4166,8-3108,8
8-3127,8-2476,8
8-3784,8-4570,8
8-3315,8-4780,8
8-2181,8-3370,8
8-4386,8-4838,8
8-1380,8-3570,8
8-4433,8-3619,8
8-381,8-3309,8
8-3965,8-4418,8
8-4737,8-1314,8
8-1105,8-1448,8
8-3768,8-4231,8
8-2717,8-2708,8
8-3669,8-2924,8
8-1108,8-3653,8
8-2929,8-3819,8
8-2569,8-4810,8
8-4376,8-3311,8
8-4650,8-1891,8
8-3347,8-2122,8
8-3045,8-2396,8
8-3412,8-1471,8
8-4557,8-1721,8
8-3747,8-4426,8
8-1792,8-4346,8
8-4178,8-3304,8
8-4636,8-1685,8
8-4421,8-3274,8
8-3747,8-3847,8
8-3289,8-3754,8
8-2861,8-1685,8
8-4769,8-4285,8
8-4680,8-1894,8
8-4485,8-1435,8
8-4004,8-4016,8
8-1714,8-3413,8
8-2182,8-4190,8
8-4717,8-3202,8
8-1262,8-2189,8
8-4526,8-968,8
8-4152,8-4313,8
8-2206,8-2231,8
8-897,8-4359,8
8-3077,8-4314,8
8-4287,8-3808,8
8-3386,8-1617,8
8-3409,8-2778,8
8-2288,8-1885,8
8-4298,8-4298,8
8-3383,8-318,8
8-3454,8-4428,8
8-2930,8-4201,8
8-4297,8-3787,8
8-2777,8-4841,8
8-4193,8-2438,8
8-4417,8-4072,8
8-2026,8-3262,8
8-2524,8-3915,8
8-4721,8-4506,8
8-3821,8-4709,8
8-3001,8-217,8
8-4107,8-2152,8
8-3794,8-2246,8
8-1604,8-3017,8
8-3585,8-2074,8
8-1754,8-1201,8
8-4371,8-3601,8
8-1421,8-4327,8
8-3501,8-4375,8
8-3789,8-3488,8
8-3106,8-1686,8
8-3002,8-4206,8
8-386,8-4721,8
8-4719,8-1925,8
8-4508,8-3747,8
8-4358,8-3449,8
8-3293,8-4262,8
8-721,8-4849,8
8-4673,8-795,8
8-4206,8-4655,8
8-183,8-3073,8
8-4033,8-3594,8
8-4508,8-3964,8
8-4278,8-3873,8
8-1759,8-2543,8
8-3117,8-4640,8
8-4508,8-2764,8
8-1420,8-4241,8
8-2325,8-1203,8
8-3547,8-3566,8
8-1340,8-3957,8
8-4362,8-4100,8
8-2621,8-4782,8
8-4738,8-4374,8
8-2558,8-4231,8
8-3619,8-949,8
8-4089,8-3777,8
8-4236,8-1817,8
8-2968,8-2927,8
8-4105,8-2956,8
8-4169,8-4739,8
8-3055,8-2471,8
8-3783,8-2857,8
8-3659,8-2196,8
8-3630,8-3335,8
8-3953,8-1531,8
8-3356,8-2983,8
8-2465,8-4813,8
8-2837,8-4296,8
8-4729,8-2695,8
8-4847,8-2873,8
8-2146,8-1707,8
8-4319,8-3984,8
8-1259,8-4688,8
8-2880,8-590,8
8-3188,8-3158,8
8-1094,8-2946,8
8-2295,8-4430,8
8-3624,8-3871,8
8-2252,8-3325,8
8-3725,8-4351,8
8-3900,8-1070,8
8-3556,8-4556,8
8-4209,8-3291,8
8-4742,8-4595,8
8-3128,8-1211,8
8-4690,8-2466,8
8-3296,8-2797,8
8-4759,8-4227,8
8-2259,8-3317,8
8-4657,8-4246,8
8-3154,8-2095,8
8-3342,8-3617,8
8-4426,8-1056,8
8-4582,8-4000,8
8-3190,8-4671,8
8-3558,8-4264,8
8-2834,8-3931,8
8-4397,8-1257,8
8-4097,8-4046,8
8-2392,8-4249,8
8-2454,8-4098,8
8-3444,8-4136,8
8-3964,8-4149,8
8-1887,8-4060,8
8-4408,8-980,8
8-892,8-966,8
8-2666,8-4279,8
8-1881,8-4714,8
8-4281,8-4790,8
8-3005,8-4555,8
8-3896,8-2568,8
8-4027,8-4169,8
8-3172,8-1386,8
8-3903,8-4419,8
8-803,8-1974,8
8-4506,8-2168,8
8-3644,8-3984,8
8-3172,8-3655,8
8-3242,8-4179,8
8-3362,8-682,8
8-811,8-2017,8
8-4598,8-1082,8
8-2671,8-3681,8
8-1857,8-2332,8
8-3221,8-3714,8
8-4292,8-3960,8
8-1442,8-1464,8
8-1841,8-4578,8
8-2991,8-3448,8
8-2722,8-3723,8
8-2497,8-2409,8
8-4230,8-3387,8
8-4786,8-4665,8
8-2412,8-601,8
8-4786,8-3560,8
8-4234,8-3120,8
8-3853,8-3475,8
8-3291,8-4845,8
8-4235,8-1710,8
8-2203,8-1822,8
8-570,8-1840,8
8-2308,8-3880,8
8-4106,8-3854,8
8-4855,8-3997,8
8-4690,8-4441,8
8-2335,8-3701,8
8-3431,8-311,8
8-4331,8-4149,8
8-4567,8-4365,8
8-1639,8-4001,8
8-4406,8-1822,8
8-4560,8-404,8
8-207,8-2463,8
8-2453,8-3907,8
8-3419,8-4410,8
8-3660,8-1593,8
8-2645,8-3933,8
8-1825,8-3510,8
8-1643,8-3252,8
8-1418,8-845,8
8-3691,8-1178,8
8-2092,8-4691,8
8-3399,8-2146,8
8-249,8-2474,8
8-2710,8-2314,8
8-4108,8-2090,8
8-1796,8-4810,8
8-3463,8-2825,8
8-746,8-3847,8
8-1986,8-1177,8
8-1672,8-4338,8
8-2583,8-3332,8
8-1229,8-3587,8
8-4216,8-2129,8
8-3858,8-4192,8
8-3166,8-3390,8
8-4143,8-3495,8
8-1289,8-2364,8
8-4723,8-3716,8
8-3460,8-3488,8
8-2051,8-4317,8
8-2297,8-2519,8
8-3971,8-2412,8
8-3958,8-2372,8
8-3109,8-3513,8
8-3441,8-3943,8
8-4777,8-4546,8
8-4722,8-3280,8
8-3264,8-3207,8
8-3919,8-3761,8
8-4639,8-4105,8
8-1224,8-4168,8
8-396,8-1992,8
8-2204,8-2018,8
8-3140,8-3288,8
8-4647,8-696,8
8-2013,8-3540,8
8-3293,8-4287,8
8-4144,8-3442,8
8-3313,8-3370,8
8-2896,8-1909,8
8-3408,8-4278,8
8-2363,8-2550,8
8-3318,8-2116,8
8-1408,8-3917,8
8-4018,8-4420,8
8-3887,8-1082,8
8-4703,8-2251,8
8-3691,8-3062,8
8-2444,8-1526,8
8-2712,8-4813,8
8-2821,8-1967,8
8-340,8-2238,8
8-4732,8-2916,8
8-1845,8-4769,8
8-3723,8-2344,8
8-4539,8-2485,8
8-2816,8-2631,8
8-2542,8-706,8
8-3309,8-4440,8
8-3673,8-4620,8
8-4206,8-2298,8
8-2746,8-3010,8
8-3017,8-3451,8
8-4238,8-4838,8
8-3009,8-2710,8
8-4138,8-3475,8
8-3189,8-4406,8
8-2681,8-2712,8
8-632,8-1141,8
8-2666,8-3464,8
8-1618,8-2827,8
8-4353,8-2752,8
8-3329,8-4104,8
8-4571,8-4473,8
8-4598,8-4680,8
8-3779,8-2501,8
8-2006,8-735,8
8-4305,8-2857,8
8-2735,8-2974,8
8-3766,8-3154,8
8-4183,8-1578,8
8-3146,8-3397,8
8-4570,8-2616,8
8-2346,8-3645,8
8-2651,8-3528,8
8-3931,8-3347,8
8-2588,8-2888,8
8-3488,8-3221,8
8-857,8-2982,8
8-3550,8-4274,8
8-4177,8-4599,8
8-4230,8-2704,8
8-1612,8-3318,8
8-4127,8-1918,8
8-2430,8-4585,8
8-3210,8-4426,8
8-3436,8-3399,8
8-3451,8-4369,8
8-4774,8-4619,8
8-3792,8-4716,8
8-4500,8-3742,8
8-2685,8-2137,8
8-2109,8-4689,8
8-4242,8-2436,8
8-3562,8-3581,8
8-1460,8-3980,8
8-4181,8-2604,8
8-4536,8-3634,8
8-4621,8-3566,8
8-4312,8-2897,8
8-4659,8-2719,8
8-3567,8-3737,8
8-1271,8-2125,8
8-1321,8-3024,8
8-3693,8-4149,8
8-2343,8-2385,8
8-2260,8-3710,8
8-4276,8-4132,8
8-3108,8-3565,8
8-3315,8-4586,8
8-4326,8-3725,8
8-3887,8-3199,8
8-1216,8-4735,8
8-1862,8-3188,8
8-2661,8-3674,8
8-2369,8-3511,8
8-2727,8-3643,8
8-2834,8-4806,8
8-2614,8-3254,8
8-2653,8-4510,8
8-2473,8-1516,8
8-4405,8-3033,8
8-3755,8-2728,8
8-3714,8-1212,8
8-4115,8-2638,8
8-4794,8-779,8
8-3383,8-4594,8
8-2527,8-3870,8
8-3974,8-4539,8
8-2025,8-3890,8
8-4074,8-4010,8
8-3878,8-3349,8
8-1849,8-3414,8
8-3345,8-3887,8
8-2730,8-4657,8
8-3230,8-4542,8
8-3331,8-2190,8
8-3046,8-4853,8
8-2501,8-3840,8
8-4518,8-2620,8
8-3420,8-4470,8
8-3706,8-2128,8
8-4155,8-4310,8
8-4339,8-2267,8
8-4290,8-4304,8
8-1487,8-3122,8
8-2810,8-3813,8
8-4508,8-3603,8
8-2964,8-1956,8
8-3227,8-2898,8
8-4367,8-1509,8
8-4039,8-4090,8
8-1790,8-3824,8
8-3315,8-1914,8
8-1451,8-1442,8
8-4550,8-4152,8
8-3936,8-823,8
8-3461,8-1746,8
8-4163,8-2887,8
8-2084,8-4774,8
8-3374,8-4122,8
8-1064,8-4270,8
8-2224,8-2549,8
8-4277,8-4382,8
8-3661,8-4339,8
8-3460,8-4499,8
8-1506,8-4305,8
8-3666,8-4398,8
8-2679,8-3650,8
8-4189,8-4400,8
8-3051,8-4398,8
8-4628,8-4720,8
8-4364,8-4314,8
8-4801,8-3603,8
8-500,8-1730,8
8-2398,8-2289,8
8-2736,8-4129,8
8-3982,8-1360,8
8-3751,8-736,8
8-1460,8-4730,8
8-4449,8-2638,8
8-2831,8-1465,8
8-4022,8-2679,8
8-3970,8-4511,8
8-4109,8-4352,8
8-3122,8-2225,8
8-2250,8-4547,8
8-1619,8-3611,8
8-4657,8-4031,8
8-3799,8-1715,8
8-1876,8-4475,8
8-3709,8-1972,8
8-3874,8-4004,8
8-2107,8-3816,8
8-2668,8-1387,8
8-4284,8-2566,8
8-2319,8-1940,8
8-2944,8-4691,8
8-1651,8-4424,8
8-4264,8-3422,8
8-3684,8-4259,8
8-4157,8-3204,8
8-2306,8-4419,8
8-4232,8-3958,8
8-4472,8-2946,8
8-3167,8-3757,8
8-2210,8-980,8
8-4464,8-4465,8
8-3548,8-2937,8
8-3269,8-229,8
8-2867,8-3457,8
8-4648,8-4737,8
8-3604,8-4386,8
8-2709,8-4531,8
8-4097,8-2347,8
8-3982,8-2273,8
8-4384,8-174,8
8-3613,8-4025,8
8-1422,8-4049,8
8-1511,8-4507,8
8-4161,8-3644,8
8-3490,8-3993,8
8-4107,8-4066,8
8-4596,8-3918,8
8-1345,8-4453,8
8-2925,8-3385,8
8-3617,8-3321,8
8-3296,8-1229,8
8-1757,8-2286,8
8-1840,8-1427,8
8-2032,8-2435,8
8-1826,8-3174,8
8-941,8-4551,8
8-1641,8-2265,8
8-3400,8-2273,8
8-2920,8-1873,8
8-2106,8-1211,8
8-2460,8-2807,8
8-3336,8-2969,8
8-192,8-4560,8
8-3266,8-4598,8
8-3373,8-3223,8
8-4011,8-3970,8
8-4636,8-4073,8
8-4069,8-2125,8
8-2589,8-3980,8
8-2235,8-3065,8
8-471,8-4354,8
8-1997,8-4153,8
8-3911,8-3942,8
8-4335,8-3846,8
8-4289,8-879,8
8-4152,8-1810,8
8-4832,8-3107,8
8-2392,8-3637,8
8-3153,8-4187,8
8-2212,8-2423,8
8-3147,8-3387,8
8-4179,8-3532,8
8-3810,8-2267,8
8-4110,8-2477,8
8-4401,8-3897,8
8-4521,8-539,8
8-2078,8-2443,8
8-2779,8-2481,8
8-2663,8-3941,8
8-4365,8-1762,8
8-4425,8-4186,8
8-1194,8-2964,8
8-4351,8-3545,8
8-2127,8-1232,8
8-1566,8-3878,8
8-165,8-4197,8
8-2970,8-718,8
8-3141,8-4554,8
8-2857,8-3993,8
8-4719,8-2555,8
8-3427,8-879,8
8-2710,8-4297,8
8-2156,8-2448,8
8-4075,8-4166,8
8-3567,8-2344,8
8-1379,8-3744,8
8-4631,8-4469,8
8-2864,8-3650,8
8-3967,8-3224,8
8-4786,8-1347,8
8-1416,8-3943,8
8-790,8-2728,8
8-4222,8-4066,8
8-1568,8-4323,8
8-2374,8-2491,8
8-4040,8-2448,8
8-4373,8-1140,8
8-2851,8-3974,8
8-3648,8-2853,8
8-3786,8-2254,8
8-4163,8-3884,8
8-3803,8-4803,8
8-2314,8-205,8
8-3711,8-1264,8
8-3427,8-4298,8
8-3002,8-4390,8
8-3697,8-4334,8
8-3346,8-4359,8
8-3682,8-3219,8
8-2674,8-3444,8
8-3496,8-4554,8
8-3627,8-232,8
8-4175,8-3495,8
8-3666,8-1867,8
8-2953,8-4317,8
8-3114,8-2226,8
8-4269,8-2344,8
8-2698,8-4016,8
8-3001,8-2248,8
8-4718,8-3715,8
8-4031,8-2646,8
8-4141,8-3535,8
8-3457,8-4539,8
8-3847,8-3505,8
8-4232,8-3383,8
8-2617,8-2943,8
8-2934,8-3395,8
8-2163,8-791,8
8-2171,8-3080,8
8-2758,8-1775,8
8-4473,8-4426,8
8-4817,8-1248,8
8-2776,8-1966,8
8-3014,8-4845,8
8-3895,8-4688,8
8-4362,8-2495,8
8-4604,8-4560,8
8-2809,8-4856,8
8-3754,8-1817,8
8-3158,8-2111,8
8-2547,8-3936,8
8-3349,8-2385,8
8-1457,8-3019,8
8-4381,8-3592,8
8-3231,8-1272,8
8-2941,8-1241,8
8-4000,8-1854,8
8-966,8-3710,8
8-3655,8-4186,8
8-3801,8-2409,8
8-1007,8-1873,8
8-3759,8-3559,8
8-2595,8-417,8
8-2636,8-4278,8
8-3649,8-2565,8
8-1510,8-4002,8
8-4279,8-4806,8
8-4311,8-4203,8
8-3119,8-3134,8
8-2688,8-1858,8
8-2095,8-4544,8
8-3002,8-2484,8
8-3886,8-3978,8
8-3190,8-252,8
8-4693,8-1564,8
8-1673,8-4182,8
8-4259,8-4062,8
8-2293,8-1189,8
8-1303,8-4090,8
8-3538,8-4409,8
8-3988,8-1730,8
8-2411,8-3576,8
8-3818,8-1785,8
8-1449,8-3153,8
8-4591,8-3119,8
8-3151,8-3406,8
8-4508,8-4067,8
8-4659,8-4121,8
8-3494,8-2486,8
8-4608,8-4301,8
8-4446,8-3798,8
8-2951,8-4212,8
8-2111,8-2295,8
8-4409,8-3340,8
8-4664,8-3937,8
8-3769,8-1975,8
8-2862,8-3949,8
8-4394,8-4000,8
8-3526,8-3748,8
8-4843,8-4078,8
8-2142,8-1754,8
8-2741,8-4589,8
8-1068,8-4610,8
8-2433,8-2212,8
8-973,8-3950,8
8-4805,8-3107,8
8-3116,8-3780,8
8-3468,8-4077,8
8-1584,8-4547,8
8-1976,8-3828,8
8-803,8-4465,8
